,id,probe_insertion,x,y,z,depth,theta,phi,roll,provenance,probe_name,coordinate_system,datetime,json,subject,start_time,number,lab,task_protocol
448,ded7c877-49cf-46ad-b726-741f1cf34cef,3b6f1804-c815-4658-be35-4f015255807e,-2176.4,0.0,-286.4,4018.4,15.0,180.0,0.0,Micro-manipulator,probe00,,2020-06-09T07:59:14.315700,,CSHL_019,2020-03-14T16:06:12,2.0,churchlandlab,_iblrig_tasks_ephysChoiceWorld6.4.0
439,af74b29d-a671-4c22-a5e8-1e3d27e362f3,d7c474c8-168a-4ae3-a2d8-573ca8017708,1363.0,2288.3,-919.8,3980.4,15.0,180.0,30.0,Micro-manipulator,probe01,,2020-06-09T07:59:14.315700,,CSHL_019,2020-03-13T15:31:51,1.0,churchlandlab,_iblrig_tasks_ephysChoiceWorld6.4.0
440,af74b29d-a671-4c22-a5e8-1e3d27e362f3,d7c474c8-168a-4ae3-a2d8-573ca8017708,1281.0,2500.0,-1169.0,4000.0,15.0,180.0,0.0,Planned,probe01,,2020-06-09T07:59:14.315700,,CSHL_019,2020-03-13T15:31:51,1.0,churchlandlab,_iblrig_tasks_ephysChoiceWorld6.4.0
433,9931191e-8056-4adc-a410-a4a93487423f,3adebebc-6499-4ad7-81db-a7a61f50fb15,2243.0,-2000.0,-169.0,4000.0,15.0,0.0,0.0,Planned,probe01,,2020-06-09T07:59:14.315700,,CSHL_019,2020-03-12T15:02:22,1.0,churchlandlab,_iblrig_tasks_ephysChoiceWorld6.4.0
431,9931191e-8056-4adc-a410-a4a93487423f,442d6f32-f0dc-4f82-90e3-5eefb086797c,-2243.0,-2000.0,-169.0,4000.0,15.0,180.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,CSHL_019,2020-03-12T15:02:22,1.0,churchlandlab,_iblrig_tasks_ephysChoiceWorld6.4.0
441,af74b29d-a671-4c22-a5e8-1e3d27e362f3,c52c4943-e764-4a9d-a759-06aff36993f0,-1097.2,2285.2,-920.5,4142.7,15.0,0.0,30.0,Micro-manipulator,probe00,,2020-06-09T07:59:14.315700,,CSHL_019,2020-03-13T15:31:51,1.0,churchlandlab,_iblrig_tasks_ephysChoiceWorld6.4.0
449,ded7c877-49cf-46ad-b726-741f1cf34cef,d2b5e4a1-5445-4c3a-996a-ea77eb83e576,464.0,1750.0,-884.0,5774.0,17.0,0.0,0.0,Planned,probe01,,2020-06-09T07:59:14.315700,,CSHL_019,2020-03-14T16:06:12,2.0,churchlandlab,_iblrig_tasks_ephysChoiceWorld6.4.0
450,ded7c877-49cf-46ad-b726-741f1cf34cef,d2b5e4a1-5445-4c3a-996a-ea77eb83e576,690.1,1758.2,-690.9,5721.5,17.0,0.0,0.0,Micro-manipulator,probe01,,2020-06-09T07:59:14.315700,,CSHL_019,2020-03-14T16:06:12,2.0,churchlandlab,_iblrig_tasks_ephysChoiceWorld6.4.0
826,cf7c17b0-0dda-4c05-b155-addb66a00f5f,27481cb1-e994-40df-add8-d29cde7b2ae8,2433.31890079371,-3309.25225524421,-218.0,4534.14206625471,19.5773077540934,-9.98001900502062,0.0,Histology track,probe01,IBL-Allen,2020-06-09T07:59:14.315700,,CSHL_020,2019-12-05T14:04:54,2.0,churchlandlab,_iblrig_tasks_ephys_certification6.2.3
772,cf7c17b0-0dda-4c05-b155-addb66a00f5f,e1426b53-5350-4b64-854e-9ca56b692372,-2630.30836937062,-3149.99999999999,-243.0,4377.26941007424,11.9645288065749,180.0,0.0,Histology track,probe00,IBL-Allen,2020-06-09T07:59:14.315700,,CSHL_020,2019-12-05T14:04:54,2.0,churchlandlab,_iblrig_tasks_ephys_certification6.2.3
182,8ce5e8d7-a0cd-4894-a9b7-96d9f96c5686,1993fdae-5f76-4ed8-81c8-a96d47d8fb94,2300.1,-2601.9,-680.2,3676.9,10.0,0.0,0.0,Micro-manipulator,probe01,Needles-Allen,2020-06-09T07:59:14.315700,,CSHL_020,2019-12-03T14:38:41,1.0,churchlandlab,_iblrig_tasks_ephys_certification6.1.3
233,c607c5da-534e-4f30-97b3-b1d3e904e9fd,349aa333-3e3b-4b83-8c8a-5f55a6b0803d,-3059.7,-2753.9,-481.9,3822.7,10.0,180.0,0.0,Micro-manipulator,probe00,Needles-Allen,2020-06-09T07:59:14.315700,,CSHL_020,2019-12-04T17:38:11,5.0,churchlandlab,_iblrig_tasks_ephysChoiceWorld6.2.1
927,8ce5e8d7-a0cd-4894-a9b7-96d9f96c5686,662d576d-fce0-4ff2-92ab-c2008e6b704d,-2707.62059864209,-2675.38820748671,-243.0,4391.07216795809,10.7423657923126,-175.541934146718,0.0,Histology track,probe00,IBL-Allen,2020-06-09T07:59:14.315700,,CSHL_020,2019-12-03T14:38:41,1.0,churchlandlab,_iblrig_tasks_ephys_certification6.1.3
991,c607c5da-534e-4f30-97b3-b1d3e904e9fd,349aa333-3e3b-4b83-8c8a-5f55a6b0803d,-3003.6178243443,-3006.64201487867,-393.0,4087.11307177052,11.3361643913866,-177.323797130641,0.0,Histology track,probe00,IBL-Allen,2020-06-09T07:59:14.315700,,CSHL_020,2019-12-04T17:38:11,5.0,churchlandlab,_iblrig_tasks_ephysChoiceWorld6.2.1
195,cf7c17b0-0dda-4c05-b155-addb66a00f5f,e1426b53-5350-4b64-854e-9ca56b692372,-2687.0,-2896.2,-711.5,3748.0,10.0,180.0,0.0,Micro-manipulator,probe00,Needles-Allen,2020-06-09T07:59:14.315700,,CSHL_020,2019-12-05T14:04:54,2.0,churchlandlab,_iblrig_tasks_ephys_certification6.2.3
129,c607c5da-534e-4f30-97b3-b1d3e904e9fd,db117bfb-2bc5-477f-ae14-5f667e77e452,2701.9,-2967.3,-609.4,3823.1,10.0,0.0,0.0,Micro-manipulator,probe01,Needles-Allen,2020-06-09T07:59:14.315700,,CSHL_020,2019-12-04T17:38:11,5.0,churchlandlab,_iblrig_tasks_ephysChoiceWorld6.2.1
681,cf7c17b0-0dda-4c05-b155-addb66a00f5f,27481cb1-e994-40df-add8-d29cde7b2ae8,2216.8,-2792.6,-790.0,3842.7,10.0,0.0,0.0,Micro-manipulator,probe01,Needles-Allen,2020-06-09T07:59:14.315700,,CSHL_020,2019-12-05T14:04:54,2.0,churchlandlab,_iblrig_tasks_ephys_certification6.2.3
91,8ce5e8d7-a0cd-4894-a9b7-96d9f96c5686,662d576d-fce0-4ff2-92ab-c2008e6b704d,-2810.4,-2398.1,-536.7,3868.7,10.0,180.0,0.0,Micro-manipulator,probe00,Needles-Allen,2020-06-09T07:59:14.315700,,CSHL_020,2019-12-03T14:38:41,1.0,churchlandlab,_iblrig_tasks_ephys_certification6.1.3
933,8ce5e8d7-a0cd-4894-a9b7-96d9f96c5686,1993fdae-5f76-4ed8-81c8-a96d47d8fb94,2651.98325782629,-3049.36502447706,-293.0,4081.62710552864,19.6250878414412,-9.43583209494966,0.0,Histology track,probe01,IBL-Allen,2020-06-09T07:59:14.315700,,CSHL_020,2019-12-03T14:38:41,1.0,churchlandlab,_iblrig_tasks_ephys_certification6.1.3
758,c607c5da-534e-4f30-97b3-b1d3e904e9fd,db117bfb-2bc5-477f-ae14-5f667e77e452,2961.50583049785,-3467.89239971006,-493.0,4048.75111988493,19.6325978319093,-12.1232220981839,0.0,Histology track,probe01,IBL-Allen,2020-06-09T07:59:14.315700,,CSHL_020,2019-12-04T17:38:11,5.0,churchlandlab,_iblrig_tasks_ephysChoiceWorld6.2.1
865,e9b57a5a-b06d-476d-ad20-7ec42a16f5f5,f703e521-7cd1-440a-a22d-71eb253e6c42,-1572.83309380942,-4001.93523777403,-143.0,3981.35875497207,19.6430479289177,8.07483122551532,0.0,Histology track,probe01,IBL-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_001,2020-01-14T14:55:21.362694,2.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
973,ff2e3f6c-a338-4c59-829d-0b225055b2df,443b86e1-e80e-4773-b103-a1c94892d4a1,-1857.43336978298,-4093.80979808242,-193.0,4324.22208998162,11.6570295808286,167.390368323906,0.0,Histology track,probe00,IBL-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_001,2020-01-15T15:16:26.277471,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
651,ee5c418c-e7fa-431d-8796-b2033e000b75,583ffb83-85df-4ac7-ae79-ddb7f751fb45,-2243.0,-2000.0,-169.0,4000.0,10.0,180.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,CSH_ZAD_001,2020-01-13T18:02:51.318224,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
655,3e7ae7c0-fe8b-487c-9354-036236fa1010,6d3b68e0-3efd-4b03-b747-16e44118a0a9,986.0,-1250.0,-49.0,6747.0,17.0,0.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,CSH_ZAD_001,2020-01-16T15:53:21.500926,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
654,ff2e3f6c-a338-4c59-829d-0b225055b2df,443b86e1-e80e-4773-b103-a1c94892d4a1,-1294.0,-4000.0,-74.0,4000.0,15.0,180.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,CSH_ZAD_001,2020-01-15T15:16:26.277471,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
653,e9b57a5a-b06d-476d-ad20-7ec42a16f5f5,ca5764ea-a57e-49de-8156-84da18ad439f,-2243.0,-2000.0,-169.0,4000.0,15.0,180.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,CSH_ZAD_001,2020-01-14T14:55:21.362694,2.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
652,ee5c418c-e7fa-431d-8796-b2033e000b75,269211d0-7ec9-4a87-a94f-1cf68c56749f,-1300.0,-3500.0,44.0,4000.0,15.0,0.0,0.0,Planned,probe01,,2020-06-09T07:59:14.315700,,CSH_ZAD_001,2020-01-13T18:02:51.318224,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
1030,ee5c418c-e7fa-431d-8796-b2033e000b75,269211d0-7ec9-4a87-a94f-1cf68c56749f,-1727.32230231185,-4152.57501311562,-218.0,3842.11500348445,8.16938648839272,28.4772468670622,0.0,Histology track,probe01,IBL-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_001,2020-01-13T18:02:51.318224,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
972,ee5c418c-e7fa-431d-8796-b2033e000b75,583ffb83-85df-4ac7-ae79-ddb7f751fb45,-2273.44398789044,-2219.67745421674,-93.0000000000002,4223.79088090154,6.17509829407527,146.542197564965,0.0,Histology track,probe00,IBL-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_001,2020-01-13T18:02:51.318224,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
1031,3e7ae7c0-fe8b-487c-9354-036236fa1010,6d3b68e0-3efd-4b03-b747-16e44118a0a9,795.522539422812,-1844.46201741302,107.0,6412.22050747036,21.8270502276902,19.3103136536622,0.0,Histology track,probe00,IBL-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_001,2020-01-16T15:53:21.500926,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
811,e9b57a5a-b06d-476d-ad20-7ec42a16f5f5,ca5764ea-a57e-49de-8156-84da18ad439f,-2144.20587140016,-2143.29411990688,-67.9999999999999,4097.31302800659,11.34671652043,154.698646801978,0.0,Histology track,probe00,IBL-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_001,2020-01-14T14:55:21.362694,2.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
24,e9b57a5a-b06d-476d-ad20-7ec42a16f5f5,ca5764ea-a57e-49de-8156-84da18ad439f,-2049.6,-2160.2,-468.4,3802.0,15.0,180.0,0.0,Micro-manipulator,probe00,Needles-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_001,2020-01-14T14:55:21.362694,2.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
1176,e9b57a5a-b06d-476d-ad20-7ec42a16f5f5,ca5764ea-a57e-49de-8156-84da18ad439f,-2150.34674052102,-2172.21315915933,-67.9999999999999,3847.86709191857,11.1930193430114,160.492611093195,0.0,Ephys aligned histology track,probe00,IBL-Allen,2020-06-25T16:07:46.008016,"{'2020-06-25T11:07:46_chrisk': [[-1.0020766519447328, 0.000893845296624058, 0.0019134454277286144, 0.002364982628646346, 1.0049254831229693], [-0.9998104987447295, 0.0009445729269091929, 0.0019799331885990957, 0.0024071463773104994, 1.0027669040406681]]}",CSH_ZAD_001,2020-01-14T14:55:21.362694,2.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
1175,ff2e3f6c-a338-4c59-829d-0b225055b2df,443b86e1-e80e-4773-b103-a1c94892d4a1,-1862.29785526911,-4104.08598415135,-193.0,3913.04634884202,11.4018652010847,169.309748199451,0.0,Ephys aligned histology track,probe00,IBL-Allen,2020-06-25T17:40:42.400203,"{'2020-06-25T12:40:42_chrisk': [[-0.002905563059794849, 0.0027946712553261225, 0.0046842203381826895], [-0.0027089258916532574, 0.0029913084234677143, 0.004880857506324282]]}",CSH_ZAD_001,2020-01-15T15:16:26.277471,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
61,ee5c418c-e7fa-431d-8796-b2033e000b75,269211d0-7ec9-4a87-a94f-1cf68c56749f,-1293.1,-3532.0,-777.0,3812.1,10.0,0.0,0.0,Micro-manipulator,probe01,Needles-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_001,2020-01-13T18:02:51.318224,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
1174,ee5c418c-e7fa-431d-8796-b2033e000b75,269211d0-7ec9-4a87-a94f-1cf68c56749f,-1733.29563970815,-4150.02107860449,-218.0,3728.16055384537,8.02653167059845,30.0131544707138,0.0,Ephys aligned histology track,probe01,IBL-Allen,2020-06-25T17:07:55.893759,"{'2020-06-25T12:07:55_chrisk': [[-0.002348690988276216, 0.0019717082923631597, 0.002401396919042937, 0.00426272374149903], [-0.0024506510013866736, 0.0018697482792527022, 0.002386831202884299, 0.004248158025340392]]}",CSH_ZAD_001,2020-01-13T18:02:51.318224,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
1173,3e7ae7c0-fe8b-487c-9354-036236fa1010,6d3b68e0-3efd-4b03-b747-16e44118a0a9,644.522432269874,-1810.20113033707,107.0,6347.08910716781,20.3124052785734,22.0762227132419,0.0,Ephys aligned histology track,probe00,IBL-Allen,2020-06-29T14:42:44.098422,"{'2020-06-29T09:42:43_chrisk': [[-0.0003793112193665149, 0.0004350252376270064, 0.003211378262201041, 0.006881581011691849], [-0.0005787878055007261, 0.00023554865149279518, 0.0035220056091586666, 0.007192208358649475]]}",CSH_ZAD_001,2020-01-16T15:53:21.500926,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
190,ff2e3f6c-a338-4c59-829d-0b225055b2df,443b86e1-e80e-4773-b103-a1c94892d4a1,-1469.3,-3940.0,-930.4,4155.9,15.0,180.0,0.0,Micro-manipulator,probe00,Needles-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_001,2020-01-15T15:16:26.277471,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
281,ee5c418c-e7fa-431d-8796-b2033e000b75,583ffb83-85df-4ac7-ae79-ddb7f751fb45,-2130.5,-1862.3,-515.9,3799.1,10.0,180.0,0.0,Micro-manipulator,probe00,Needles-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_001,2020-01-13T18:02:51.318224,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
1172,ee5c418c-e7fa-431d-8796-b2033e000b75,583ffb83-85df-4ac7-ae79-ddb7f751fb45,-2271.78043971634,-2215.47352711343,-93.0,3859.46704682483,6.21338037046037,145.158615517891,0.0,Ephys aligned histology track,probe00,IBL-Allen,2020-06-25T17:01:08.916177,"{'2020-06-25T12:01:08_chrisk': [[-1.0020397866293214, 0.0013380996394624716, 0.0014327767944936091, 0.0021829111766633893, 0.002612599803343166, 0.002794671255326122, 1.0045248334502466], [-1.096639674854428, 0.0016106496091157219, 0.0016876768272697795, 0.0024055864394638225, 0.003013991446448689, 0.0031949705133151743, 1.0995886012412708]]}",CSH_ZAD_001,2020-01-13T18:02:51.318224,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
1179,e9b57a5a-b06d-476d-ad20-7ec42a16f5f5,f703e521-7cd1-440a-a22d-71eb253e6c42,-1502.39779912836,-3958.34846135447,-93.0,3507.96263262276,21.4192536824667,11.14978417827,0.0,Ephys aligned histology track,probe01,IBL-Allen,2020-06-25T16:51:37.624619,"{'2020-06-25T11:51:37_chrisk': [[-0.002157446866399378, 0.002066385447394298, 0.0031733798754506725, 0.004540777492969936], [-0.0017860211043541482, 0.0024378112094395276, 0.003610351360209767, 0.00497774897772903]]}",CSH_ZAD_001,2020-01-14T14:55:21.362694,2.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
235,e9b57a5a-b06d-476d-ad20-7ec42a16f5f5,f703e521-7cd1-440a-a22d-71eb253e6c42,-1067.4,-3997.5,-827.6,3824.0,15.0,0.0,0.0,Micro-manipulator,probe01,Needles-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_001,2020-01-14T14:55:21.362694,2.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
1,3e7ae7c0-fe8b-487c-9354-036236fa1010,6d3b68e0-3efd-4b03-b747-16e44118a0a9,953.7,-1533.4,-211.1,6683.4,17.0,0.0,0.0,Micro-manipulator,probe00,Needles-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_001,2020-01-16T15:53:21.500926,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.2.5
580,da188f2c-553c-4e04-879b-c9ea2d1b9a93,dd619e10-5df1-4c79-bd62-cc00937b5d36,-2347.0,-2252.0,-954.4,5599.9,10.0,0.0,0.0,Micro-manipulator,probe01,,2020-06-09T07:59:14.315700,,CSH_ZAD_011,2020-03-23T12:58:00,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.4.0
584,03cf52f6-fba6-4743-a42e-dd1ac3072343,a3d13b05-bf4d-427a-a2d5-2fe050d603ec,-2241.9,-1999.7,-634.3,3999.8,15.0,180.0,0.0,Micro-manipulator,probe00,,2020-06-09T07:59:14.315700,,CSH_ZAD_011,2020-03-22T12:56:40,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.4.0
585,03cf52f6-fba6-4743-a42e-dd1ac3072343,a3d13b05-bf4d-427a-a2d5-2fe050d603ec,-2243.0,-2000.0,-169.0,4000.0,15.0,180.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,CSH_ZAD_011,2020-03-22T12:56:40,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.4.0
586,5b44c40f-80f4-44fb-abfb-c7f19e27a6ca,d6c810b2-5922-4127-af2b-4b104bc55c2b,-2930.1,-2809.8,-1087.8,4000.9,15.0,180.0,0.0,Micro-manipulator,probe00,,2020-06-09T07:59:14.315700,,CSH_ZAD_011,2020-03-21T14:17:23,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.4.0
581,da188f2c-553c-4e04-879b-c9ea2d1b9a93,dd619e10-5df1-4c79-bd62-cc00937b5d36,-2346.0,-2250.0,-169.0,6670.0,10.0,0.0,0.0,Planned,probe01,,2020-06-09T07:59:14.315700,,CSH_ZAD_011,2020-03-23T12:58:00,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.4.0
588,5b44c40f-80f4-44fb-abfb-c7f19e27a6ca,68c98fb2-402b-4670-9b3b-0c77619998ea,-2278.2,-2719.1,-1049.7,5181.5,10.0,0.0,0.0,Micro-manipulator,probe01,,2020-06-09T07:59:14.315700,,CSH_ZAD_011,2020-03-21T14:17:23,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.4.0
582,03cf52f6-fba6-4743-a42e-dd1ac3072343,b45c8f3f-6361-41df-9bc1-9df98b3d30e6,-1821.0,-2250.0,-27.0,6864.0,10.0,0.0,0.0,Planned,probe01,,2020-06-09T07:59:14.315700,,CSH_ZAD_011,2020-03-22T12:56:40,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.4.0
589,5b44c40f-80f4-44fb-abfb-c7f19e27a6ca,68c98fb2-402b-4670-9b3b-0c77619998ea,-2346.0,-2750.0,-169.0,6429.0,10.0,0.0,0.0,Planned,probe01,,2020-06-09T07:59:14.315700,,CSH_ZAD_011,2020-03-21T14:17:23,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.4.0
590,da188f2c-553c-4e04-879b-c9ea2d1b9a93,eda7a3ac-f038-4603-9c68-816234e9c4eb,-2208.0,-2976.2,-576.3,4000.3,15.0,180.0,0.0,Micro-manipulator,probe00,,2020-06-09T07:59:14.315700,,CSH_ZAD_011,2020-03-23T12:58:00,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.4.0
591,da188f2c-553c-4e04-879b-c9ea2d1b9a93,eda7a3ac-f038-4603-9c68-816234e9c4eb,-2243.0,-3000.0,-122.0,4000.0,15.0,180.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,CSH_ZAD_011,2020-03-23T12:58:00,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.4.0
587,5b44c40f-80f4-44fb-abfb-c7f19e27a6ca,d6c810b2-5922-4127-af2b-4b104bc55c2b,-3154.0,-3000.0,-455.0,4000.0,15.0,180.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,CSH_ZAD_011,2020-03-21T14:17:23,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.4.0
583,03cf52f6-fba6-4743-a42e-dd1ac3072343,b45c8f3f-6361-41df-9bc1-9df98b3d30e6,-1696.0,-2225.0,-621.4,5287.5,10.0,0.0,0.0,Micro-manipulator,probe01,,2020-06-09T07:59:14.315700,,CSH_ZAD_011,2020-03-22T12:56:40,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.4.0
693,3ad5d65c-8c90-4773-9210-18a612655708,f92358f9-a5ac-43e9-b6c3-7169a407c738,-2835.0,-4100.0,-500.0,3500.0,10.0,180.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,CSH_ZAD_013,2020-01-08T15:39:48.622313,1.0,zadorlab,_iblrig_tasks_ephys_certification6.3.1
812,71ed3e37-c84e-4d77-8596-e85d8b8f300a,b0868d6a-12e8-4d26-a458-4f892733b2c7,-2634.54278895863,-4325.0,-568.0,4299.90851415427,7.45951134526729,180.0,0.0,Histology track,probe00,IBL-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_013,2020-01-07T18:26:34,2.0,zadorlab,_iblrig_tasks_ephys_certification6.3.1
688,71ed3e37-c84e-4d77-8596-e85d8b8f300a,b0868d6a-12e8-4d26-a458-4f892733b2c7,-2723.4,-3759.6,-1939.9,3499.9,10.0,180.0,0.0,Micro-manipulator,probe00,,2020-06-09T07:59:14.315700,,CSH_ZAD_013,2020-01-07T18:26:34,2.0,zadorlab,_iblrig_tasks_ephys_certification6.3.1
691,71ed3e37-c84e-4d77-8596-e85d8b8f300a,4eeadf8a-0014-44b2-af1e-3ea90eabcfda,2835.0,-4100.0,-500.0,3500.0,10.0,0.0,0.0,Planned,probe01,,2020-06-09T07:59:14.315700,,CSH_ZAD_013,2020-01-07T18:26:34,2.0,zadorlab,_iblrig_tasks_ephys_certification6.3.1
244,3ad5d65c-8c90-4773-9210-18a612655708,47fce726-4b70-411f-bb1d-e2b4eae5b932,2964.9,-3777.0,-1420.1,3500.8,10.0,0.0,0.0,Micro-manipulator,probe01,Needles-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_013,2020-01-08T15:39:48.622313,1.0,zadorlab,_iblrig_tasks_ephys_certification6.3.1
689,71ed3e37-c84e-4d77-8596-e85d8b8f300a,b0868d6a-12e8-4d26-a458-4f892733b2c7,-2835.0,-4100.0,-500.0,3500.0,10.0,180.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,CSH_ZAD_013,2020-01-07T18:26:34,2.0,zadorlab,_iblrig_tasks_ephys_certification6.3.1
183,3ad5d65c-8c90-4773-9210-18a612655708,f92358f9-a5ac-43e9-b6c3-7169a407c738,-2892.8,-3971.4,-2099.6,3503.6,10.0,180.0,0.0,Micro-manipulator,probe00,Needles-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_013,2020-01-08T15:39:48.622313,1.0,zadorlab,_iblrig_tasks_ephys_certification6.3.1
974,3ad5d65c-8c90-4773-9210-18a612655708,f92358f9-a5ac-43e9-b6c3-7169a407c738,,,,,,,,Histology track,probe00,IBL-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_013,2020-01-08T15:39:48.622313,1.0,zadorlab,_iblrig_tasks_ephys_certification6.3.1
866,71ed3e37-c84e-4d77-8596-e85d8b8f300a,4eeadf8a-0014-44b2-af1e-3ea90eabcfda,2738.63060271722,-3772.71986814385,-443.0,4638.97879578413,11.2882075309359,52.4531929658651,0.0,Histology track,probe01,IBL-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_013,2020-01-07T18:26:34,2.0,zadorlab,_iblrig_tasks_ephys_certification6.3.1
692,3ad5d65c-8c90-4773-9210-18a612655708,47fce726-4b70-411f-bb1d-e2b4eae5b932,3135.0,-3800.0,-500.0,3500.0,10.0,0.0,0.0,Planned,probe01,,2020-06-09T07:59:14.315700,,CSH_ZAD_013,2020-01-08T15:39:48.622313,1.0,zadorlab,_iblrig_tasks_ephys_certification6.3.1
1032,3ad5d65c-8c90-4773-9210-18a612655708,47fce726-4b70-411f-bb1d-e2b4eae5b932,2864.64429009063,-4047.71414600242,-593.0,4244.04149860649,10.1925001667459,50.4191954454963,0.0,Histology track,probe01,IBL-Allen,2020-06-09T07:59:14.315700,,CSH_ZAD_013,2020-01-08T15:39:48.622313,1.0,zadorlab,_iblrig_tasks_ephys_certification6.3.1
690,71ed3e37-c84e-4d77-8596-e85d8b8f300a,4eeadf8a-0014-44b2-af1e-3ea90eabcfda,2859.1,-3801.2,-1317.2,3500.5,10.0,0.0,0.0,Micro-manipulator,probe01,,2020-06-09T07:59:14.315700,,CSH_ZAD_013,2020-01-07T18:26:34,2.0,zadorlab,_iblrig_tasks_ephys_certification6.3.1
1081,1eed29f4-3311-4f54-8a6a-c2efa0675e4a,521d4f09-e044-4da7-82dd-7db7b1dea72b,-800.0,-2500.0,92.0,4000.0,15.0,180.0,0.0,Planned,probe00,,2020-06-09T07:59:14.315700,,CSH_ZAD_017,2020-06-05T12:12:15,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.4.0
1072,7c0df410-ca82-4464-9de7-6e200b3a1d05,83b96a62-9b7e-44a5-a65c-3cafb4b0baae,-1768.2,-2499.1,-437.6,4069.8,15.0,180.0,0.0,Micro-manipulator,probe00,,2020-06-09T07:59:14.315700,,CSH_ZAD_017,2020-06-03T14:00:45.231122,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.4.0
1082,1eed29f4-3311-4f54-8a6a-c2efa0675e4a,be28876b-c477-43a0-aa89-cbf5552f061f,-458.3,-2744.1,-1724.2,6273.7,10.0,0.0,0.0,Micro-manipulator,probe01,,2020-06-09T07:59:14.315700,,CSH_ZAD_017,2020-06-05T12:12:15,1.0,zadorlab,_iblrig_tasks_ephysChoiceWorld6.4.0
