,lab_name,subject_nickname,level_2,bias,threshold,lapselow,lapsehigh,easy_correct,zero_contrast,median_rt,mean_rt,easy_correct_perday,ntrials_perday
20,churchlandlab,IBL_36,0,-0.22672133240901626,11.345608010659683,0.015263615700859058,0.21094177836646405,0.8502994011976048,0.4673913043478261,,,[0.96521739 0.81102362 1.        ],[434 473 361]
21,churchlandlab,IBL_45,0,-1.777265464334452,14.092677868281662,0.037448908496249336,0.02113087082148913,1.0,0.6265822784810127,0.4128000000000078,1.8843644295302024,[1.         0.9921875  0.96226415],[509 459 372]
22,churchlandlab,IBL_46,0,-2.2113445760486337,9.69406030997298,0.07659585494936764,0.005713986835413445,1.0,0.6739130434782609,0.2637999999999465,1.1905500000000002,[1.         1.         0.97959184],[407 283 381]
23,churchlandlab,IBL_47,0,-2.033106194307622,8.447653459475475,0.04220902175495745,4.438366414689068e-11,1.0,0.675,0.4299999999998363,1.9129400946585495,[0.99408284 1.         1.        ],[704  61 567]
24,cortexlab,KS003,0,3.9121934113642602,13.677007357094391,0.007119098515480008,0.09217666165954394,0.9386503067484663,0.386986301369863,0.22710000000000719,0.6843994866153323,[0.98198198 0.94444444 0.95597484],[928 836 672]
25,cortexlab,KS005,0,-5.422501450655698,28.718956631131007,0.06940960589867112,0.1699530300222994,0.8384615384615385,0.5186567164179104,0.24610000000029686,0.9252097661058667,[0.95333333 0.90625    0.82978723],[ 588  572 1021]
26,danlab,DY_001,0,4.575848757864234,13.578785232550217,0.01130051859555074,0.22001680662133893,0.8372093023255814,0.3125,0.526600000000002,3.1307604115226315,[0.87058824 0.93902439 0.95798319],[325 333 443]
27,danlab,DY_002,0,-1.5794472557878476,9.336831021673715,0.015671863956959783,0.07920918833716904,0.9558823529411765,0.6928571428571428,0.5074999999999363,2.7035981017463953,[0.96330275 0.99047619 0.98765432],[474 379 341]
28,danlab,DY_003,0,-0.4828602239763085,13.887395246989199,0.11696633070455116,0.009683459668792718,0.9935483870967742,0.54,0.6143500000000586,2.5065261094674525,[0.96923077 0.94488189 1.        ],[274 488 444]
29,mainenlab,ZM_1084,0,7.296656598912389,17.925527693639456,9.293650199858376e-11,0.03970660546844025,0.9781420765027322,0.27485380116959063,0.49670000000014625,2.228000703774794,[0.98823529 0.98165138 0.99319728],[385 456 551]
30,mainenlab,ZM_1085,0,2.88856703158842,9.2031913692345,0.005329990220994277,0.1125392364465659,0.9345454545454546,0.30324909747292417,0.3154999999997017,0.7426971416561547,[0.96111111 0.97350993 0.95977011],[750 652 700]
31,mainenlab,ZM_1086,0,3.4224047679469454,9.33061710760138,0.02149621454142693,0.039170941317849844,0.9752066115702479,0.26582278481012656,0.2768999999998414,0.6782195142735403,[0.99481865 0.97520661 0.97183099],[796 488 826]
32,mainenlab,ZM_1087,0,0.03968368488231194,13.803380933635722,0.019918454914423768,0.0992408417480615,0.9548611111111112,0.5182926829268293,0.2686499999999796,0.8033595044378674,[0.98830409 0.98850575 0.95319149],[684 724 968]
33,mainenlab,ZM_1089,0,-3.196304633231258,20.631248390040845,0.14407813134198638,0.011212327474383377,0.9886363636363636,0.6476510067114094,0.22175000000004275,0.8748975328947375,[0.94552529 0.94339623 0.91176471],[1014  449  671]
34,mainenlab,ZM_1091,0,0.9171371554377336,13.157700339573005,0.020453062842119035,0.06884048840036636,0.9710144927536232,0.38461538461538464,0.338799999999992,0.7873606841612015,[0.99310345 0.98529412 0.98324022],[622 554 724]
35,mainenlab,ZM_1092,0,-0.1502613929593024,13.010497128649245,0.023656197788391183,0.041374431701211994,0.9787234042553191,0.47,0.2617999999999938,1.0229049094567435,[0.98611111 0.98245614 0.9760479 ],[822 730 635]
36,mainenlab,ZM_1093,0,4.837448430963021,27.75606388002776,0.006581599119500084,0.100071780821307,0.9104477611940298,0.36134453781512604,0.24324999999998909,1.3250472199170156,[0.9375     0.97241379 0.95833333],[955 588 629]
37,mainenlab,ZM_1095,0,-1.5850958655490939,18.46520067263267,0.023417044489485544,0.15490471245947715,0.8903225806451613,0.5057471264367817,0.3126999999999498,1.4085200126662445,[0.95744681 0.9375     0.90697674],[578 446 383]
38,mainenlab,ZM_1097,0,-3.0510081987964925,15.82137107448698,0.03400428903326106,0.0473700764372742,0.9692307692307692,0.572289156626506,0.3383499999998776,1.0001026485788092,[0.95049505 0.98319328 0.97142857],[415 446 522]
39,mainenlab,ZM_1098,0,-1.0772672099355058,15.646728187121624,0.09043027100965229,0.020490168691088183,0.994475138121547,0.5442708333333334,0.2848999999996522,1.1272848447586845,[0.96414343 0.96103896 0.99134199],[ 969 1015  888]
